area_name,year,group_name,sub_group_name,cases_acquitted_or_discharged,cases_charge_sheets_were_not_laid_but_final_report_submitted,cases_chargesheeted,cases_compounded_or_withdrawn,cases_convicted,cases_declared_false_on_account_of_mistake_of_fact_or_of_law,cases_investigated_chargesheets_fr_submitted,cases_not_investigated_or_in_which_investigation_was_refused,cases_pending_investigation_at_year_end,cases_pending_investigation_from_previous_year,cases_pending_trial_at_year_end,cases_pending_trial_from_the_previous_year,cases_reported,cases_sent_for_trial,cases_trials_completed,cases_withdrawn_by_the_govt,cases_withdrawn_by_the_govt_during_investigation,total_cases_for_trial
Daman & Diu,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sikkim,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Dadra & Nagar Haveli,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sikkim,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2009,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sikkim,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Sati Prevention Act,11. Sati Prevention Act,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2001,Total Crime Against Women,12. Total Crimes Against Women,14,6,40,0,0,0,46,0,6,18,170,144,34,40,14,0,0,184
Andhra Pradesh,2001,Total Crime Against Women,12. Total Crimes Against Women,6773,236,13848,1849,4765,2067,14084,88,4266,4028,18625,18205,16477,13848,11538,41,0,32012
Arunachal Pradesh,2001,Total Crime Against Women,12. Total Crimes Against Women,12,22,138,7,36,0,160,0,49,29,684,601,180,138,48,0,0,739
Assam,2001,Total Crime Against Women,12. Total Crimes Against Women,1289,1031,2115,154,302,322,3146,4,4919,4148,6984,6614,4243,2115,1591,0,0,8729
Bihar,2001,Total Crime Against Women,12. Total Crimes Against Women,1760,627,4307,196,768,401,4934,0,3114,3093,15080,13497,5356,4307,2528,0,0,17804
Chandigarh,2001,Total Crime Against Women,12. Total Crimes Against Women,45,24,95,0,28,30,119,0,43,42,265,243,150,95,73,0,0,338
Chhattisgarh,2001,Total Crime Against Women,12. Total Crimes Against Women,1057,64,4004,466,619,27,4068,4,190,300,14963,13101,3989,4004,1676,0,0,17105
Dadra & Nagar Haveli,2001,Total Crime Against Women,12. Total Crimes Against Women,4,3,20,0,2,0,23,0,7,11,63,49,19,20,6,0,0,69
Daman & Diu,2001,Total Crime Against Women,12. Total Crimes Against Women,6,2,8,0,0,0,10,0,2,2,12,10,10,8,6,0,0,18
Delhi,2001,Total Crime Against Women,12. Total Crimes Against Women,1175,705,1615,0,813,200,2320,0,1392,1621,4592,4965,2291,1615,1988,0,0,6580
Goa,2001,Total Crime Against Women,12. Total Crimes Against Women,88,11,81,8,89,1,92,0,22,32,194,298,83,81,177,0,0,379
Gujarat,2001,Total Crime Against Women,12. Total Crimes Against Women,2351,232,5418,425,147,255,5650,18,346,464,29120,26625,5805,5418,2498,0,0,32043
Haryana,2001,Total Crime Against Women,12. Total Crimes Against Women,1787,337,2576,24,745,495,2913,0,336,351,7424,7404,3393,2576,2532,0,0,9980
Himachal Pradesh,2001,Total Crime Against Women,12. Total Crimes Against Women,403,13,763,168,65,146,776,0,148,180,2665,2540,890,763,468,2,0,3301
Jammu & Kashmir,2001,Total Crime Against Women,12. Total Crimes Against Women,731,57,1430,117,103,232,1487,1,457,521,4831,4352,1656,1430,834,0,0,5782
Jharkhand,2001,Total Crime Against Women,12. Total Crimes Against Women,998,238,1909,61,319,68,2147,3,737,726,5185,4654,2229,1909,1317,0,0,6563
Karnataka,2001,Total Crime Against Women,12. Total Crimes Against Women,2540,326,5528,583,1438,402,5854,64,999,1317,11453,10509,6002,5528,3978,23,0,16014
Kerala,2001,Total Crime Against Women,12. Total Crimes Against Women,1868,73,4619,543,265,452,4692,65,1691,1450,14799,12856,5450,4619,2133,0,0,17475
Lakshadweep,2001,Total Crime Against Women,12. Total Crimes Against Women,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
Madhya Pradesh,2001,Total Crime Against Women,12. Total Crimes Against Women,6040,437,13924,3054,2960,53,14361,10,793,821,42938,41134,14549,13924,9000,66,153,54992
Maharashtra,2001,Total Crime Against Women,12. Total Crimes Against Women,7469,306,12255,1958,659,165,12561,1,2181,2384,84840,82671,12524,12255,8128,0,0,94926
Manipur,2001,Total Crime Against Women,12. Total Crimes Against Women,3,147,10,0,8,0,157,0,112,157,70,71,112,10,11,0,0,81
Meghalaya,2001,Total Crime Against Women,12. Total Crimes Against Women,22,20,48,0,2,0,68,0,108,110,417,393,66,48,24,0,0,441
Mizoram,2001,Total Crime Against Women,12. Total Crimes Against Women,19,2,106,0,89,0,108,0,35,17,150,152,126,106,108,0,0,258
Nagaland,2001,Total Crime Against Women,12. Total Crimes Against Women,2,4,16,1,4,0,20,0,39,29,95,86,30,16,6,0,0,102
Odisha,2001,Total Crime Against Women,12. Total Crimes Against Women,2922,227,5061,1,499,195,5288,2,1655,1783,15270,13631,5357,5061,3421,0,0,18692
Puducherry,2001,Total Crime Against Women,12. Total Crimes Against Women,20,1,114,20,68,1,115,2,11,10,110,104,119,114,88,0,0,218
Punjab,2001,Total Crime Against Women,12. Total Crimes Against Women,574,533,1310,47,242,320,1843,9,1377,1188,2625,2178,2361,1310,816,0,0,3488
Rajasthan,2001,Total Crime Against Women,12. Total Crimes Against Women,3591,268,7610,1042,2187,4563,7878,0,484,750,28069,27279,12175,7610,5778,0,0,34889
Sikkim,2001,Total Crime Against Women,12. Total Crimes Against Women,4,6,12,0,2,0,18,0,6,0,26,20,24,12,6,0,0,32
Tamil Nadu,2001,Total Crime Against Women,12. Total Crimes Against Women,1824,158,9666,192,7225,468,9824,108,1077,1383,8622,8208,10111,9666,9049,11,17,17863
Tripura,2001,Total Crime Against Women,12. Total Crimes Against Women,124,33,265,6,33,0,298,0,296,156,581,479,438,265,157,0,0,744
Uttar Pradesh,2001,Total Crime Against Women,12. Total Crimes Against Women,4890,2908,15566,1107,6690,1548,18474,0,2638,2433,43454,40575,20227,15566,11580,0,0,56141
Uttarakhand,2001,Total Crime Against Women,12. Total Crimes Against Women,226,124,572,32,326,58,696,0,77,82,1286,1298,749,572,552,0,0,1870
West Bengal,2001,Total Crime Against Women,12. Total Crimes Against Women,2161,744,5976,21,282,297,6720,8,7040,7495,37643,34131,6570,5976,2443,0,0,40107
Andaman & Nicobar Islands,2002,Total Crime Against Women,12. Total Crimes Against Women,14,6,23,0,4,0,29,0,4,6,175,170,27,23,18,0,0,193
Andhra Pradesh,2002,Total Crime Against Women,12. Total Crimes Against Women,6231,240,15620,2144,5212,2932,15860,47,4307,4266,20649,18625,18880,15620,11443,9,0,34236
Arunachal Pradesh,2002,Total Crime Against Women,12. Total Crimes Against Women,10,40,128,8,11,0,168,0,40,49,783,684,159,128,21,0,0,812
Assam,2002,Total Crime Against Women,12. Total Crimes Against Women,1385,994,3014,156,320,412,4008,5,5586,4919,8137,6984,5092,3014,1705,0,0,9998
Bihar,2002,Total Crime Against Women,12. Total Crimes Against Women,1869,745,4245,103,593,423,4990,0,3444,3114,16771,15091,5743,4245,2462,0,0,19336
Chandigarh,2002,Total Crime Against Women,12. Total Crimes Against Women,46,29,131,0,29,25,160,0,47,43,321,265,189,131,75,0,0,396
Chhattisgarh,2002,Total Crime Against Women,12. Total Crimes Against Women,2187,46,3520,1163,1649,34,3566,7,120,189,13478,14957,3538,3520,3836,0,0,18477
Dadra & Nagar Haveli,2002,Total Crime Against Women,12. Total Crimes Against Women,20,2,16,0,2,1,18,0,4,8,57,63,15,16,22,0,0,79
Daman & Diu,2002,Total Crime Against Women,12. Total Crimes Against Women,5,3,5,0,0,0,8,0,2,2,12,12,8,5,5,0,0,17
Delhi,2002,Total Crime Against Women,12. Total Crimes Against Women,583,373,1499,0,265,162,1872,40,1515,1392,5243,4592,2216,1499,848,0,19,6091
Goa,2002,Total Crime Against Women,12. Total Crimes Against Women,33,6,63,4,45,0,69,0,29,22,174,194,76,63,78,1,0,256
Gujarat,2002,Total Crime Against Women,12. Total Crimes Against Women,2375,228,4858,440,196,229,5086,14,390,346,30967,29120,5373,4858,2571,0,0,33978
Haryana,2002,Total Crime Against Women,12. Total Crimes Against Women,1970,346,3546,87,1581,562,3892,0,267,336,7332,7424,4385,3546,3551,0,0,10970
Himachal Pradesh,2002,Total Crime Against Women,12. Total Crimes Against Women,381,8,680,101,57,118,688,0,180,148,2806,2665,838,680,438,0,0,3345
Jammu & Kashmir,2002,Total Crime Against Women,12. Total Crimes Against Women,898,45,1647,91,152,212,1692,0,569,457,5337,4831,2016,1647,1050,0,0,6478
Jharkhand,2002,Total Crime Against Women,12. Total Crimes Against Women,1534,155,1959,88,400,85,2114,0,1158,867,7077,7155,2490,1959,1934,15,0,9099
Karnataka,2002,Total Crime Against Women,12. Total Crimes Against Women,2649,347,5338,534,1385,489,5685,67,928,999,12223,11453,6170,5338,4034,0,0,16791
Kerala,2002,Total Crime Against Women,12. Total Crimes Against Women,1921,97,4987,479,266,603,5084,67,1766,1691,17120,14799,5829,4987,2187,0,0,19786
Lakshadweep,2002,Total Crime Against Women,12. Total Crimes Against Women,0,0,1,0,1,0,1,0,1,0,1,1,2,1,1,0,0,2
Madhya Pradesh,2002,Total Crime Against Women,12. Total Crimes Against Women,5587,236,14984,3169,2605,182,15220,3,648,793,46559,42938,15260,14984,8192,2,0,57920
Maharashtra,2002,Total Crime Against Women,12. Total Crimes Against Women,8778,168,10764,1526,679,177,10932,1,2392,2180,84326,84545,11322,10764,9457,0,0,95309
Manipur,2002,Total Crime Against Women,12. Total Crimes Against Women,0,132,18,0,7,0,150,2,130,112,81,70,170,18,7,0,0,88
Meghalaya,2002,Total Crime Against Women,12. Total Crimes Against Women,10,14,39,2,5,0,53,0,126,108,439,417,71,39,15,0,0,456
Mizoram,2002,Total Crime Against Women,12. Total Crimes Against Women,14,3,95,0,48,0,98,0,72,16,136,103,154,95,62,0,0,198
Nagaland,2002,Total Crime Against Women,12. Total Crimes Against Women,0,2,20,0,8,0,22,0,42,39,106,95,26,20,8,1,1,114
Odisha,2002,Total Crime Against Women,12. Total Crimes Against Women,2453,160,4280,17,423,254,4440,3,1737,1655,16656,15270,4779,4280,2876,1,0,19549
Puducherry,2002,Total Crime Against Women,12. Total Crimes Against Women,21,0,130,19,52,2,130,3,17,11,148,110,141,130,73,0,0,240
Punjab,2002,Total Crime Against Women,12. Total Crimes Against Women,644,365,1591,39,450,309,1956,25,1382,1377,3083,2625,2295,1591,1094,0,0,4216
Rajasthan,2002,Total Crime Against Women,12. Total Crimes Against Women,3994,235,7275,1099,2622,4333,7510,0,690,484,27629,28069,12049,7275,6616,0,0,35344
Sikkim,2002,Total Crime Against Women,12. Total Crimes Against Women,8,11,14,8,12,0,25,0,9,6,12,26,28,14,20,0,0,40
Tamil Nadu,2002,Total Crime Against Women,12. Total Crimes Against Women,2266,143,8963,108,6231,621,9106,81,1050,1077,8980,8622,9798,8963,8497,0,17,17585
Tripura,2002,Total Crime Against Women,12. Total Crimes Against Women,190,48,461,3,46,0,509,0,323,296,803,581,536,461,236,0,0,1042
Uttar Pradesh,2002,Total Crime Against Women,12. Total Crimes Against Women,5796,2189,13740,1192,7030,1451,15929,0,905,2638,43176,43454,15647,13740,12826,0,0,57194
Uttarakhand,2002,Total Crime Against Women,12. Total Crimes Against Women,150,143,646,25,258,59,789,0,99,77,1499,1286,870,646,408,0,0,1932
West Bengal,2002,Total Crime Against Women,12. Total Crimes Against Women,4192,774,6999,10,805,52,7773,8,6049,7040,39635,37643,6842,6999,4997,0,0,44642
Andaman & Nicobar Islands,2003,Total Crime Against Women,12. Total Crimes Against Women,11,1,18,0,3,0,19,0,7,4,179,175,22,18,14,0,0,193
Andhra Pradesh,2003,Total Crime Against Women,12. Total Crimes Against Women,7092,235,14349,2341,3613,3428,14584,119,4557,4307,21951,20649,18382,14349,10705,1,1,34997
Arunachal Pradesh,2003,Total Crime Against Women,12. Total Crimes Against Women,2,30,100,1,4,0,130,0,49,40,876,783,139,100,6,0,0,883
Assam,2003,Total Crime Against Women,12. Total Crimes Against Women,1827,1266,3318,338,342,767,4584,11,5536,5586,8948,8137,5312,3318,2169,0,0,11455
Bihar,2003,Total Crime Against Women,12. Total Crimes Against Women,2450,739,4067,239,643,372,4806,0,4166,3444,17497,16771,5900,4067,3093,9,0,20829
Chandigarh,2003,Total Crime Against Women,12. Total Crimes Against Women,31,21,91,0,23,32,112,0,62,47,358,321,159,91,54,0,0,412
Chhattisgarh,2003,Total Crime Against Women,12. Total Crimes Against Women,937,54,3104,1340,711,32,3158,4,275,133,13579,13463,3336,3104,1648,0,0,16567
Dadra & Nagar Haveli,2003,Total Crime Against Women,12. Total Crimes Against Women,7,1,8,0,2,1,9,0,7,4,56,57,13,8,9,0,0,65
Daman & Diu,2003,Total Crime Against Women,12. Total Crimes Against Women,2,3,5,0,0,0,8,0,4,2,13,10,10,5,2,0,0,15
Delhi,2003,Total Crime Against Women,12. Total Crimes Against Women,888,410,1714,0,322,230,2124,41,2397,1515,5747,5243,3282,1714,1210,0,5,6957
Goa,2003,Total Crime Against Women,12. Total Crimes Against Women,32,11,76,7,35,0,87,0,63,29,176,174,121,76,67,0,0,250
Gujarat,2003,Total Crime Against Women,12. Total Crimes Against Women,2461,270,5173,345,155,260,5443,14,408,390,33179,30967,5735,5173,2616,0,0,36140
Haryana,2003,Total Crime Against Women,12. Total Crimes Against Women,1738,275,3308,27,1495,619,3583,0,235,267,7380,7332,4170,3308,3233,0,0,10640
Himachal Pradesh,2003,Total Crime Against Women,12. Total Crimes Against Women,432,13,639,121,77,107,652,0,150,180,2815,2806,729,639,509,0,0,3445
Jammu & Kashmir,2003,Total Crime Against Women,12. Total Crimes Against Women,761,30,1963,62,197,205,1993,0,535,569,6280,5337,2164,1963,958,0,0,7300
Jharkhand,2003,Total Crime Against Women,12. Total Crimes Against Women,1437,192,1971,103,357,65,2163,3,1415,1158,6993,7077,2488,1971,1794,158,0,8890
Karnataka,2003,Total Crime Against Women,12. Total Crimes Against Women,2655,215,5231,500,1422,406,5446,86,824,928,12877,12223,5834,5231,4077,0,0,17454
Kerala,2003,Total Crime Against Women,12. Total Crimes Against Women,2266,108,4726,638,362,572,4834,74,1939,1766,18575,17120,5653,4726,2628,5,0,21841
Lakshadweep,2003,Total Crime Against Women,12. Total Crimes Against Women,0,0,1,0,1,0,1,0,4,1,1,1,4,1,1,0,0,2
Madhya Pradesh,2003,Total Crime Against Women,12. Total Crimes Against Women,7042,213,13996,3143,3488,144,14209,0,774,580,46341,46018,14547,13996,10530,0,0,60014
Maharashtra,2003,Total Crime Against Women,12. Total Crimes Against Women,7553,257,10729,1357,697,129,10986,0,2549,2392,85447,84326,11273,10729,8250,1,1,95054
Manipur,2003,Total Crime Against Women,12. Total Crimes Against Women,3,89,7,0,2,0,96,0,171,130,83,81,137,7,5,0,0,88
